Título,Título_URL,Imagen,Nombre_Producto,Vendedor,Precio_Actual,Descuento,Precio_Anterior,Precio_Ref,Entrega,Retiro,Vista
NEUTROGENA,https://www.falabella.com.co/falabella-co/product/129598500/Refil-NEUTROGENA%C2%AE-Hydro-Boost%C2%AE-Water-Gel-x-50-gr/129598501,"https://media.falabella.com.co/falabellaCO/129598501_01/width=240,height=240,quality=70,format=webp,fit=pad",Refil NEUTROGENA® Hydro Boost® Water Gel x 50 gr,Por Mktools,62.6,0%,,62.6,SIN INFORMACIÓN,SIN INFORMACIÓN,25
NAILEN,https://www.falabella.com.co/falabella-co/product/121425699/Sombra-individual-31-Nailen/121425700,"https://media.falabella.com.co/falabellaCO/121425700_01/width=240,height=240,quality=70,format=webp,fit=pad",Sombra individual - 31,Por Laboratorios Smart Sas ,6.05,0%,,6.05,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
DAPHNE COSMETICS,https://www.falabella.com.co/falabella-co/product/121427079/Pestanina-Lavable-MAXIM/121427081,"https://media.falabella.com.co/falabellaCO/121427081_01/width=240,height=240,quality=70,format=webp,fit=pad",Pestañina Lavable MAXIM,Por Yemail & Daphne S A S ,20.9,0%,,20.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
PONDS,https://www.falabella.com.co/falabella-co/product/142871513/Crema-Facial-Ponds-Antiedad-AgeMiracle-Dia-Hexyl-Retinol-50g/142871514,"https://www.falabella.com.co/cdn-cgi/imagedelivery/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/142871514_01/width=240,height=240,quality=70,format=webp,fit=pad",Crema Facial Antiedad AgeMiracle Dia Hexyl-Retinol 50g,Por Mktools,64.5,0%,,64.5,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
SHARK,https://www.falabella.com.co/falabella-co/product/72879455/Cepillo-Secador-y-Estilizador-Shark-SmoothStyle-900W-HT202/72879455?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_VjjQLfqhyriplYJU4BFSw_fUe4Zc9k1n5LhSpF274TT8gmaxtj2L9jUTcGMxijqIpLbRQ0QeG6vySmM-jU_jHVE2UXjK666QErkysU9XwGHvrvalyDz781T-_z2UtpxsZ-4-3qk_9MQxU670vjUzTFWw9jliZGAAXxKhP0aMILb93d39kk7wUrlQygbqYE6t5xxwvmQtkzQp5-nwdD2zhw%253D%253D_ark196e4f2ab3c7a1f4d2%2522%252C%2522slot%2522%253A7%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/72879455_1/width=240,height=240,quality=70,format=webp,fit=pad",Cepillo Secador y Estilizador SmoothStyle 900W -HT202,Por Falabella,379.9,-24%,499.9,379.9,Llega mañana,Retira mañana,125
LOCCITANE,https://www.falabella.com.co/falabella-co/product/133746648/Crema-facial-Ultra-Rica-de-Karite-50ml/133746651?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_JjDJ-HcksAxeW8uMWE-ojqzGQ9mmm9sDKXwM3bhTDG0_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZdqD5fb1f_2axBrU4ktUcEwZGvKDRaeiCaB7E2xUQSaEDSVD4_Mbklt06_5ZdebJgxmL-0ycjSLWFr_aJC3hOzm9DTwXbrMj2VlkILPSIqgtdkLh52SRuJymJme8DF_9Ew%253D%253D_ark196e4f2ab3c7a1f4d2%2522%252C%2522slot%2522%253A8%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/133746651_01/width=240,height=240,quality=70,format=webp,fit=pad",Crema facial Ultra Rica de Karité 50ml,Por Provenzal Sas ,192.0,0%,,192.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
DERMANAT,https://www.falabella.com.co/falabella-co/product/4244476/Hidratante-Corporal-Hand-Body-Lotion-Dermanat-para-Todo-tipo-de-piel-1000-ml/4244476,SIN IMAGEN,Hidratante Corporal Hand & Body Lotion para Todo tipo de piel 1000 ml,Por Falabella,20.7,0%,,20.7,SIN INFORMACIÓN,SIN INFORMACIÓN,11
AGATHA RUIZ DE LA PRADA,https://www.falabella.com.co/falabella-co/product/1413433/Perfume-Agatha-Ruiz-de-la-Prada-Love-Mujer-50-ml-EDT/1413433,SIN IMAGEN,Perfume Love Mujer 50 ml EDT,Por Falabella,90.9,0%,,90.9,Llega mañana,Retira mañana,84
GUCCI,https://www.falabella.com.co/falabella-co/product/12434438/Perfume-Mujer-Gucci-Bloom-EDP-100ml/12434438,SIN IMAGEN,Perfume Mujer Bloom EDP 100ml,Por Falabella,759.9,0%,,759.9,SIN INFORMACIÓN,SIN INFORMACIÓN,2
CLINIQUE,https://www.falabella.com.co/falabella-co/product/prod12440100/Maquillaje-Clinique-delineador-de-cejas-Clinique-/27725749,SIN IMAGEN,Maquillaje delineador de cejas,Por Falabella,123.9,0%,,123.9,Llega mañana,Retira mañana,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/124341187/Plantillas-reutilizables-para-maquillar-cejas-set-x-8/124341189,SIN IMAGEN,Plantillas reutilizables para maquillar cejas set x 8,Por Guacaji,36.0,0%,,36.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
ARMANI,https://www.falabella.com.co/falabella-co/product/31618651/Perfume-Mujer-Giorgio-Armani-My-Way-Intense-50-ml-EDP/31618651,SIN IMAGEN,Perfume Mujer Giorgio My Way Intense 50 ml EDP,Por Falabella,639.9,0%,,639.9,Llega mañana,Retira mañana,30
HOME,https://www.falabella.com.co/falabella-co/product/134235062/Tapete-Masajeador-De-Pies-Relajante-Smart-Fitness/134235063,SIN IMAGEN,Tapete Masajeador De Pies Relajante Smart Fitness,Por Novedades Online Cali ,29.9,-69%,96.9,29.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/127406456/Fresh-Skin-Face-X-80g/127406457,SIN IMAGEN,Fresh Skin Face X 80g,Por Locatel Colombia ,126.85,0%,,126.85,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
AVON,https://www.falabella.com.co/falabella-co/product/128267508/Avon-Care-Locion-Corporal-Hidratante-Aceite-de-Aguacate-1000-ml/128267509,SIN IMAGEN,Care Loción Corporal Hidratante Aceite de Aguacate - 1000 ml,Por Tahana Store ,29.99,-21%,37.9,29.99,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
REMINGTON,https://www.falabella.com.co/falabella-co/product/117197367/Rizador-de-Cabello-Remington-Shine-Therapy-Aguacate-Macadamia/117197370,SIN IMAGEN,Rizador de Cabello Shine Therapy Aguacate Macadamia,Por Hometec Store ,179.9,-21%,227.0,179.9,Envío gratis,SIN INFORMACIÓN,57
REMINGTON,https://www.falabella.com.co/falabella-co/product/117197365/Secador-de-Cabello-Aguacate-Remington-D13A/117197368,SIN IMAGEN,Secador de Cabello Aguacate D13A,Por Hometec Store ,169.9,-16%,202.0,169.9,Envío gratis,Llega mañana,297
REMINGTON,https://www.falabella.com.co/falabella-co/product/117197366/Secador-de-Cabello-Remington-Pro-Titanium-D3019/117197369,SIN IMAGEN,Secador de Cabello Pro Titanium D3019,Por Hometec Store ,125.5,-38%,201.0,125.5,Llega mañana,SIN INFORMACIÓN,48
BURBERRY,https://www.falabella.com.co/falabella-co/product/18659904/Perfume-Hombre-Burberry-Mr-Burberry-EDT-100-ML/18659904,SIN IMAGEN,Perfume Hombre Mr EDT 100 ML,Por Falabella,499.9,0%,,499.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
VIVITAR,https://www.falabella.com.co/falabella-co/product/120046656/Plancha-Alisadora-Extra-Ancha-de-4/120046657,SIN IMAGEN,Plancha Alisadora Extra Ancha de 4,Por Tg Electronics Solutions ,59.9,-57%,139.9,59.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
SCHWARZKOPF,https://www.falabella.com.co/falabella-co/product/120183414/Acondicionador-Spray-Schwarzkopf-400ml-Hyaluronic-Moisture-Bonacure/120183415,SIN IMAGEN,Acondicionador Spray 400ml Hyaluronic Moisture Bonacure,Por Mechu2,128.25,0%,,128.25,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
SCHWARZKOPF,https://www.falabella.com.co/falabella-co/product/120184117/Base-Schwarzkopf-Fibre-Force-200ml-Bonacure/120184118,SIN IMAGEN,Base Fibre Force 200ml Bonacure,Por Mechu2,78.185,0%,,78.185,Llega mañana,SIN INFORMACIÓN,1
SCHWARZKOPF,https://www.falabella.com.co/falabella-co/product/120184876/Cera-Schwarzkopf-3-Thrill-Osis+-100ml-Fiber-Gum/120184877,SIN IMAGEN,Cera 3 Thrill Osis+ 100ml Fiber Gum,Por Mechu2,74.955,0%,,74.955,Llega mañana,SIN INFORMACIÓN,1
GENERICO,https://www.falabella.com.co/falabella-co/product/135553430/Secadora-Profesional-De-Cabello-Nova-5000w/135553431,SIN IMAGEN,Secadora Profesional De Cabello Nova 5000w,Por Kompritax Tienda Online ,49.9,-50%,100.0,49.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/135550774/Banda-Alivia-Dolor-Cervicar-Cuello-360-De-Gel-Frio-Compresa/135550775,SIN IMAGEN,Banda Alivia Dolor Cervicar Cuello 360 De Gel Frío Compresa,Por Kompritax Tienda Online ,61.9,0%,,61.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
REMINGTON,https://www.falabella.com.co/falabella-co/product/125193600/Plancha-de-cabello-Remington-Aguacate-Con-Macadamia/125193601,SIN IMAGEN,Plancha de cabello Aguacate Con Macadamia,Por Ehommer,168.0,-33%,250.0,168.0,Envío gratis,SIN INFORMACIÓN,13
LOCCITANE,https://www.falabella.com.co/falabella-co/product/133153299/Leche-corporal-Ultra-Rica-de-Karite-250ml/133153300?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_qRed5i5ohm2bNL_hR_9yErwGzN_e9HHjbyJCV6hwYXs_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85WvGbaJbKIA9iOdo3CDxjGGftyMKKTzsAlxrW25IK6XF5UwBTfXAe-ZR5AmYOfIOhznYK1Nt9dVN7L3Ei8OdI8UDdkLh52SRuJymJme8DF_9Ew%253D%253D_ark196e4f2ab3c7a1f4d2%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Leche corporal Ultra Rica de Karité 250ml,Por Provenzal Sas ,171.0,0%,,171.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
LOCCITANE,https://www.falabella.com.co/falabella-co/product/136120233/Fluido-Matificante-Reotier-50ml/136120234?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_4ynd7KdCkzAlSqSvjiBVfIN_fLg6t93L6KuWDVhI2A4_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZdqD5fb1f_2axBrU4ktUcEygkAEkpgAyQGHzUxmTw1_F_hio1p1BkBhlz69Ps5Gcn1OfIooOCuzGbVNeIMVAYVUY8ILcF5YumXBJlPkOAikTdkLh52SRuJymJme8DF_9Ew%253D%253D_ark196e4f2ab3c7a1f4d2%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Fluido Matificante Réotier 50ml,Por Provenzal Sas ,185.0,0%,,185.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/125197259/Mini-Afeitadora-Electrica-Unisex-Recargable/125197260,SIN IMAGEN,Mini Afeitadora Eléctrica Unisex Recargable,Por Konnen,40.0,0%,,40.0,SIN INFORMACIÓN,SIN INFORMACIÓN,1
WELLA,https://www.falabella.com.co/falabella-co/product/125197018/Cera-Moldeadora-Wella-Eimi-Bold-Move-150ml/125197019,SIN IMAGEN,Cera Moldeadora Eimi Bold Move 150ml,Por Mechu2,123.595,0%,,123.595,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/125197101/Protector-Bucal-Y-Dental-Antironquido-Evita-Bruxismo-Dental/125197102,SIN IMAGEN,Protector Bucal Y Dental Antironquido Evita Bruxismo Dental,Por Johan Cruz ,21.9,-27%,29.9,21.9,SIN INFORMACIÓN,SIN INFORMACIÓN,1
GENERICO,https://www.falabella.com.co/falabella-co/product/122564164/Tina-Para-Pies-Banera-Plegable-Portatil-Hidromasaje-Rodillos/122564166,SIN IMAGEN,Tina Para Pies Bañera Plegable Portátil Hidromasaje Rodillos,Por Restrepo Ocampo Fardy ,65.9,-27%,89.9,65.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
NOSOTRAS,https://www.falabella.com.co/falabella-co/product/121747607/Toallas-Higienicas-Nosotras-Canal-Gel-Dispensador-X-30-Unidades/121747608,SIN IMAGEN,Toallas Higiénicas Canal Gel Dispensador X 30 Unidades,Por Grupo Litoral S.a.s ,14.9,-32%,22.0,14.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
SHISEIDO,https://www.falabella.com.co/falabella-co/product/prod11350022/Labial-Vision-Airy-Gel-Lipstick-1.6-g/10128791,SIN IMAGEN,Labial Vision Airy Gel Lipstick 1.6 g,Por Falabella,179.99,0%,,179.99,SIN INFORMACIÓN,SIN INFORMACIÓN,1
MAC COSMETICS,https://www.falabella.com.co/falabella-co/product/prod11540030/Base-Liquida-Studio-Radiance-Face-and-Body-Radiant-Sheer-Foundation-MAC-50-ml/14226130,SIN IMAGEN,Base Líquida Studio Radiance Face and Body Radiant Sheer Foundation MAC 50 ml,Por Falabella,156.99,-30%,224.9,156.99,Llega mañana,Retira mañana,12
LANCOME,https://www.falabella.com.co/falabella-co/product/prod12760093/Base-Compacta-Teint-Idole-Ultra-Wear-Stick-Lanc%C3%B4me-9-g/27857992,SIN IMAGEN,Base Compacta Teint Idole Ultra Wear Stick Lancôme 9 g,Por Falabella,,0%,,,Llega mañana,Retira mañana,SIN OPINIONES
VICTORINOX,https://www.falabella.com.co/falabella-co/product/48851784/Perfume-Hombre-Victorinox-Wood-100-ml-EDT/48851784,SIN IMAGEN,Perfume Hombre Wood 100 ml EDT,Por Falabella,349.99,0%,,349.99,SIN INFORMACIÓN,SIN INFORMACIÓN,1
SENTHIA,https://www.falabella.com.co/falabella-co/product/132178494/Perfume-Capilar-Sunset-Glow-100-ml./132178495,SIN IMAGEN,Perfume Capilar Sunset Glow 100 ml.,Por Essensale Sas ,23.0,0%,,23.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
WELLA,https://www.falabella.com.co/falabella-co/product/127926690/TRATAMIENTO-NUTRI-ENRICH-Wella-x-500-ml-HIDRATANTE/127926691,SIN IMAGEN,TRATAMIENTO NUTRI ENRICH x 500 ml HIDRATANTE,Por Comprayaenlinea,221.0,6%,235.0,221.0,Envío gratis,Llega mañana,SIN OPINIONES
VITU,https://www.falabella.com.co/falabella-co/product/132546808/Delineador-Vitu-Plumon-Vitamina-E-Cafe-25ml/132546809,SIN IMAGEN,Delineador Vitú Plumón Vitamina E Café 25ml,Por Prebel,10.25,-50%,20.5,10.25,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
MAX FACTOR,https://www.falabella.com.co/falabella-co/product/132546954/Delineador-Max-Factor-Masterpiece-Kohl-Kajal-Tono-Black-5gr/132546955,SIN IMAGEN,Delineador Masterpiece Kohl Kajal Tono Black 5gr,Por Prebel,30.45,-50%,60.9,30.45,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/132547136/Peluquera-+-Patillera-Maquina-Cortadora-Cabello-Accesorios-Cable/132547137,SIN IMAGEN,Peluquera + Patillera Maquina Cortadora Cabello Accesorios Cable,Por Vipxie.,220.9,-28%,308.9,220.9,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/132548078/Pinza-Sirena-Rizador-Cabello-Ondulador-3-Tubos-Encrespador-Rosa-Negro/132548080,SIN IMAGEN,Pinza Sirena Rizador Cabello Ondulador 3 Tubos Encrespador Rosa Negro,Por Vipxie.,42.5,-40%,70.9,42.5,SIN INFORMACIÓN,SIN INFORMACIÓN,1
GENERICO,https://www.falabella.com.co/falabella-co/product/132548310/Potenciador-Sexual-Femenino-Natural-+placer-+energia-X8unds/132548312,SIN IMAGEN,Potenciador Sexual Femenino Natural +placer +energia X8unds,Por Cero Tabuu ,22.9,0%,,22.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/132548406/Potenciador-Sexual-Femenino-Natural-+placer-+energia-X16und/132548408,SIN IMAGEN,Potenciador Sexual Femenino Natural +placer +energia X16und,Por Cero Tabuu ,32.0,0%,,32.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
REVITALIFT,https://www.falabella.com.co/falabella-co/product/132549749/Acondicionador-Elvive-Glycolic-Gloss/132549750,SIN IMAGEN,Acondicionador Elvive Glycolic Gloss,Por Galenica,25.703,0%,,25.703,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
REVITALIFT,https://www.falabella.com.co/falabella-co/product/132550703/Champu-Elvive-Glycolic-Gloss/132550704,SIN IMAGEN,Champu Elvive Glycolic Gloss,Por Galenica,25.963,0%,,25.963,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
MAXCLINIC,https://www.falabella.com.co/falabella-co/product/141375740/Maxclinic-Synergy-Btx-Ampoule-14-Units/141375741,SIN IMAGEN,Synergy Btx Ampoule 14 Units,Por Harumi Skincare Coreano ,115.0,0%,,115.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
MEGAPLEX,https://www.falabella.com.co/falabella-co/product/136615404/Crea-Stack-Creatina-Monohidratada-6gr-Sabor-Pink-Lemonade/136615405,SIN IMAGEN,Crea Stack Creatina Monohidratada 6gr - Sabor Pink Lemonade,Por Natural Store ,129.9,13%,149.9,129.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/129126981/Rizador-De-Pestanas-Recargable/129126982,SIN IMAGEN,Rizador De Pestañas Recargable,Por Distribuciones La 42 ,42.9,-50%,85.8,42.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/129128833/Anillo-Vibrador-Retardante-Para-Pene-Texturizado-Juguete-Sexual/129128834,SIN IMAGEN,Anillo Vibrador Retardante Para Pene Texturizado Juguete Sexual,Por Cero Tabuu ,9.9,-18%,12.0,9.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
LOCCITANE,https://www.falabella.com.co/falabella-co/product/133746673/Balsamo-para-manos-intensivo-de-Karite-150ml/133746676?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_nEgvPkAsH0NlgD2XHH3jbIN_fLg6t93L6KuWDVhI2A4_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZdqD5fb1f_2axBrU4ktUcEygkAEkpgAyQGHzUxmTw1_F4GxGRSNcNWscX--NWV2_ElOfIooOCuzGbVNeIMVAYVUY8ILcF5YumXBJlPkOAikTdkLh52SRuJymJme8DF_9Ew%253D%253D_ark196e4f2ab3c7a1f4d2%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Bálsamo para manos intensivo de Karité 150ml,Por Provenzal Sas ,185.0,0%,,185.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
LOCCITANE,https://www.falabella.com.co/falabella-co/product/134302116/Balsamo-para-labios-Flor-de-Cerezo-12ml/134302117?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_zhjQ4aDj9g_T7bKxkYrHdXrnQcR7L6zubyK8mcBvcwA_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZftrU1rQOkKce6Ac5mGzbHrVZzk_dj7Nll3mMT9KQT68PTwmwoM-Wmxj7A7XsZjVxwQy7bQjfT9DbqRzM7mZOlpLOivsZcra2ROOUK5Kl0-kdkLh52SRuJymJme8DF_9Ew%253D%253D_ark196e4f2ab3c7a1f4d2%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Bálsamo para labios Flor de Cerezo 12ml,Por Provenzal Sas ,60.0,0%,,60.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
KATIVA,https://www.falabella.com.co/falabella-co/product/129935457/Concentrado-Reconstructor-Total-Plex-70ml/129935458?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_9NJlq-w0uOPAVQcC6C6UXWJqKY3VlAQw0EBr1ZBCAfw_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2y2fM7InmyFLzJp73b9vK3tXtfdPUjyme_V4v1k4WQSzMzt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUstb47i9vv2eI5-JMxBaU83w%253D%253D_ark196e4f34ac37b4cdfd%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/129935458_01/width=240,height=240,quality=70,format=webp,fit=pad",Concentrado Reconstructor Total Plex 70ml,Por Starbrands Colombia S.a.s ,57.9,0%,,57.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
KATIVA,https://www.falabella.com.co/falabella-co/product/129934823/Acondicionador-Hyaluronic-Keratin-Q10%C2%A0550ml/129934824?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_5SAXR-cKyA2IsED-ZVFugWJqKY3VlAQw0EBr1ZBCAfw_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZVart11GSfMumkKOhjng89nUnIxBgo2Hq5Ev5dj9z62iqtv9YdF1VmdSptMM_dblTszt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUstb47i9vv2eI5-JMxBaU83w%253D%253D_ark196e4f34ac37b4cdfd%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/129934824_01/width=240,height=240,quality=70,format=webp,fit=pad",Acondicionador Hyaluronic Keratin Q10 550ml,Por Starbrands Colombia S.a.s ,53.0,0%,,53.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/127250363/Linazamix-Producto-Autentico-450g-Colon-Cleanser_./127250364,"https://media.falabella.com.co/falabellaCO/127250364_01/width=240,height=240,quality=70,format=webp,fit=pad",Linazamix Producto Autentico 450g Colon Cleanser_.,Por Best Supps ,22.0,0%,,22.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/127251442/Maca-Life-Lifehuni-60-Capsulas/127251443,"https://media.falabella.com.co/falabellaCO/127251443_01/width=240,height=240,quality=70,format=webp,fit=pad",Maca - Life Lifehuni 60 Cápsulas,Por Best Supps ,79.9,0%,,79.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
KABA,https://www.falabella.com.co/falabella-co/product/123294118/Tonico-Capilar-De-crecimiento-Intensivo-kaba-30-mL/123294119,"https://media.falabella.com.co/falabellaCO/123294119_01/width=240,height=240,quality=70,format=webp,fit=pad",Tonico Capilar De crecimiento Intensivo 30 mL,Por Tu Vecino Virtual ,52.99,4%,55.0,52.99,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
KABA,https://www.falabella.com.co/falabella-co/product/123293866/Locion-Astringente-Kaba-30-mL/123293867,"https://media.falabella.com.co/falabellaCO/123293867_01/width=240,height=240,quality=70,format=webp,fit=pad",Locion Astringente 30 mL,Por Tu Vecino Virtual ,65.9,4%,69.0,65.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
